SGD ID	Type	Qualifier	Feature Name	Standard Gene Name	Alias	Parent Feature Name	Secondary SGDID	Chromosome	Start_coordinate	Stop_coordinate	Strand	Genetic Position	Coordinate Version	Sequence Version	Description
S000003089	ORF	Verified	YGL121C	GPG1		chromosome 7		7	281157	280777	C		2/3/2011	7/31/1996	Proposed gamma subunit of the heterotrimeric G protein; interacts with the receptor Gpr1p; involved in regulation of pseudohyphal growth; requires Gpb1p or Gpb2p to interact with Gpa2p; overproduction causes prion curing
S000003088	ORF	Verified	YGL120C	PRP43	DEAH-box ATP-dependent RNA helicase PRP43|JA1	chromosome 7	L000003359	7	283937	281634	C		2/3/2011	7/31/1996	"RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2, U5, and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p"
S000003087	ORF	Verified	YGL119W	COQ8	protein kinase COQ8|ABC1	chromosome 7	L000000010	7	284442	285947	W		2/3/2011	7/31/1996	"ATPase required for ubiquinone biosynthesis and respiratory growth; maintains levels of CoQ biosynthetic proteins; binds to CoQ biosynthesis intermediates; UbiB protein kinase-like family member that lacks canonical protein kinase activity; similar to prokaryotic proteins involved in ubiquinone biosynthesis; human homolog ADCK3 complements a coq8 null, is associated with CoQ and respiratory-chain deficiencies, and is mutated in autosomal-recessive cerebellar ataxia type 2"
S000003086	ORF	Uncharacterized	YGL118C			chromosome 7		7	288451	288014	C		2/3/2011	7/31/1996	Putative protein of unknown function; conserved among S. cerevisiae strains; YGL118C is not an essential gene
S000003085	ORF	Uncharacterized	YGL117W			chromosome 7		7	288512	289309	W		2/3/2011	7/31/1996	Putative protein of unknown function
S000003084	ORF	Verified	YGL116W	CDC20	ubiquitin-protein transferase activating protein CDC20|PAC5	chromosome 7	L000000259	7	289809	291641	W	-70	2/3/2011	7/31/1996	"Activator of anaphase-promoting complex/cyclosome (APC/C); APC/C is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; cell-cycle regulated; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress"
S000003083	ORF	Verified	YGL115W	SNF4	AMP-activated serine/threonine-protein kinase regulatory subunit SNF4|SCI1|CAT3	chromosome 7	L000001947	7	292033	293001	W		2/3/2011	7/31/1996	"Activating gamma subunit of the AMP-activated Snf1p kinase complex; additional subunits of the complex are Snf1p and a Sip1p/Sip2p/Gal83p family member; activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis; protein abundance increases in response to DNA replication stress"
S000003082	ORF	Uncharacterized	YGL114W		OPT3	chromosome 7		7	293460	295637	W		2/3/2011	7/31/1996	Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters
S000003081	ORF	Verified	YGL113W	SLD3		chromosome 7		7	295932	297938	W		2/3/2011	7/31/1996	Protein involved in the initiation of DNA replication; required for proper assembly of replication proteins at the origins of replication; interacts with Cdc45p; localizes to nuclear foci that become diffuse upon DNA replication stress; homologous to the human Treslin/Ticrr protein
S000003080	ORF	Verified	YGL112C	TAF6	TafII60|TAF60	chromosome 7	L000002828	7	299728	298178	C		2/3/2011	7/31/1996	"Subunit (60 kDa) of TFIID and SAGA complexes; involved in transcription initiation of RNA polymerase II and in chromatin modification, similar to histone H4; relocalizes to the cytosol in response to hypoxia"
S000003079	ORF	Verified	YGL111W	NSA1	ribosome biosynthesis protein NSA1	chromosome 7		7	299978	301369	W		2/3/2011	7/31/1996	Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis
S000003078	ORF	Verified	YGL110C	CUE3		chromosome 7		7	303411	301537	C		2/3/2011	7/31/1996	"Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination"
S000003077	ORF	Dubious	YGL109W			chromosome 7		7	303513	303836	W		2/3/2011	1996-07-31|2011-02-03	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the uncharacterized gene YGL108C"
S000003076	ORF	Verified	YGL108C			chromosome 7		7	304071	303649	C		2/3/2011	7/31/1996	"Protein of unknown function, predicted to be palmitoylated; SWAT-GFP, seamless-GFP and mCherry C-terminal fusion proteins localize to the cytosol, while N-terminal GFP fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress"
S000003075	ORF	Verified	YGL107C	RMD9		chromosome 7		7	306273	304333	C		2/3/2011	7/31/1996	"Mitochondrial protein required for respiratory growth; mutant phenotype and genetic interactions suggest a role in delivering mt mRNAs to ribosomes; located on matrix face of the inner membrane and loosely associated with mitoribosomes; RMD9 has a paralog, YBR238C, that arose from the whole genome duplication"
S000003074	ORF	Verified	YGL106W	MLC1		chromosome 7	L000004170	7	306560	307009	W		2/3/2011	7/31/1996	"Essential light chain for Myo1p; light chain for Myo2p; stabilizes Myo2p by binding to the neck region; interacts with Myo1p, Iqg1p, and Myo2p to coordinate formation and contraction of the actomyosin ring with targeted membrane deposition"
S000003073	ORF	Verified	YGL105W	ARC1		chromosome 7	L000003553	7	307437	308567	W		2/3/2011	7/31/1996	"Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"
S000003072	ORF	Verified	YGL104C	VPS73	putative sugar transporter	chromosome 7		7	310173	308713	C		2/3/2011	7/31/1996	"Mitochondrial protein; mutation affects vacuolar protein sorting; putative transporter; member of the sugar porter family; VPS73 has a paralog, YBR241C, that arose from the whole genome duplication"
S000003071	ORF	Verified	YGL103W	RPL28	uL15|ribosomal 60S subunit protein L28|L15|rp44|YL24|L29|L28|CYH2	chromosome 7	L000000454	7	310967	311927	W	-64	2/3/2011	7/31/1996	Ribosomal 60S subunit protein L28; homologous to mammalian ribosomal protein L27A and bacterial L15; may have peptidyl transferase activity; can mutate to cycloheximide resistance
S000003070	ORF	Dubious	YGL102C			chromosome 7		7	311933	311505	C		2/3/2011	7/31/1996	Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential RPL28 gene encoding a large subunit ribosomal protein
S000003069	ORF	Uncharacterized	YGL101W			chromosome 7		7	312193	312840	W		2/3/2011	7/31/1996	"Protein of unknown function; non-essential gene; interacts with the DNA helicase Hpr5p; YGL101W has a paralog, YBR242W, that arose from the whole genome duplication"
S000003068	ORF	Verified	YGL100W	SEH1		chromosome 7	L000003153	7	313234	314283	W		2/3/2011	7/31/1996	"Subunit of the Nup84 nuclear pore and SEACAT subcomplexes; involved in nucleocytoplasmic transport and NPC biogenesis in the nuclear pore subcomplex; subunit of SEACAT, a subcomplex of the SEA complex that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p), a GAP for Gtr1p in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; human SEH1 homolog"
S000003067	ORF	Verified	YGL099W	LSG1	putative GTPase LSG1|KRE35	chromosome 7		7	314631	316553	W		2/3/2011	7/31/1996	Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm
S000003066	ORF	Verified	YGL098W	USE1	SNAP receptor USE1|SLT1	chromosome 7		7	317342	318079	W		2/3/2011	7/31/1996	"Essential SNARE protein localized to the ER; involved in retrograde traffic from the Golgi to the ER and Sey1p-independent homotypic ER fusion; required for efficient nuclear fusion during mating; forms a complex with the SNAREs Sec22p, Sec20p and Ufe1p"
S000003065	ORF	Verified	YGL097W	SRM1	Ran guanyl-nucleotide exchange factor|TSM437|PRP20|MTR1	chromosome 7	L000002058|L000001216|S000029621|L000002370	7	321782	323230	W		2/3/2011	7/31/1996	"Nucleotide exchange factor for Gsp1p; localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF, RCC1, can complement a temperature sensitive point mutant"
S000003064	ORF	Verified	YGL096W	TOS8		chromosome 7		7	325331	326161	W		2/3/2011	7/31/1996	"Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog, CUP9, that arose from the whole genome duplication"
S000003063	ORF	Verified	YGL095C	VPS45	VPL28|STT10	chromosome 7	L000002478	7	330607	328874	C		2/3/2011	7/31/1996	Protein of the Sec1p/Munc-18 family; essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment
S000003062	ORF	Verified	YGL094C	PAN2	poly(A)-specific ribonuclease	chromosome 7	L000003115	7	334465	331118	C		2/3/2011	7/31/1996	Catalytic subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes
S000003061	ORF	Verified	YGL093W	SPC105		chromosome 7	L000004697	7	334886	337639	W		2/3/2011	7/31/1996	Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation
S000003060	ORF	Verified	YGL092W	NUP145	nucleocytoplasmic transporter NUP145|RAT10	chromosome 7	L000001294	7	337906	341859	W		2/3/2011	7/31/1996	"Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"
S000003059	ORF	Verified	YGL091C	NBP35	Fe-S cluster-binding ATPase	chromosome 7	L000003338	7	343042	342056	C		2/3/2011	7/31/1996	Essential cytoplasmic iron-sulfur cluster binding protein; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases
S000003058	ORF	Verified	YGL090W	LIF1		chromosome 7	L000004541	7	343319	344584	W		2/3/2011	7/31/1996	Component of the DNA ligase IV complex; this complex mediates nonhomologous end joining in DNA double-strand break repair; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein
S000003057	ORF	Verified	YGL089C	MF(ALPHA)2		chromosome 7	L000001095	7	345153	344791	C	-58	2/3/2011	7/31/1996	"Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)1, which is more highly expressed; binds copper(II) ions"
S000003056	ORF	Uncharacterized	YGL088W			chromosome 7		7	345836	346201	W		2/3/2011	7/31/1996	"Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps snR10, a snoRNA required for preRNA processing"
S000003055	ORF	Verified	YGL087C	MMS2	E2  ubiquitin-conjugating protein MMS2	chromosome 7	L000004015	7	346904	346406	C		2/3/2011	7/31/1996	"Ubiquitin-conjugating enzyme variant; involved in error-free postreplication repair; forms a heteromeric complex with Ubc13p, an active ubiquitin-conjugating enzyme; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p; protein abundance increases in response to DNA replication stress"
S000003054	ORF	Verified	YGL086W	MAD1	coiled-coil domain-containing protein MAD1	chromosome 7	L000000974	7	347119	349368	W		2/3/2011	7/31/1996	Coiled-coil protein involved in spindle-assembly checkpoint; required for inhibition of karyopherin/importin Pse1p (aka Kap121p) upon spindle assembly checkpoint arrest; phosphorylated by Mps1p upon checkpoint activation which leads to inhibition of anaphase promoting complex activity; forms a complex with Mad2p; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability
S000003053	ORF	Uncharacterized	YGL085W	LCL3		chromosome 7		7	349616	350440	W		2/3/2011	7/31/1996	Putative protein of unknown function; mutant has long chronological lifespan; has homology to Staphylococcus aureus nuclease; GFP-fusion protein localizes to mitochondria; is induced in response to the DNA-damaging agent MMS
S000003052	ORF	Verified	YGL084C	GUP1	O-acyltransferase	chromosome 7	L000004739	7	352298	350616	C		2/3/2011	7/31/1996	"Plasma membrane protein involved in remodeling GPI anchors; member of the MBOAT family of putative membrane-bound O-acyltransferases; role in misfolded protein quality control; proposed to be involved in glycerol transport; homolog of the mammalian Hedgehog pathway modulator HHATL; GUP1 has a paralog, GUP2, that arose from the whole genome duplication"
S000003051	ORF	Verified	YGL083W	SCY1		chromosome 7	L000003258	7	353058	355472	W		2/3/2011	7/31/1996	Putative kinase; suppressor of GTPase mutant; similar to bovine rhodopsin kinase; may have a role in intracellular sterol transport
S000003050	ORF	Uncharacterized	YGL082W			chromosome 7		7	355827	356972	W		2/3/2011	7/31/1996	"Putative protein of unknown function; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; not an essential gene; YGL082W has a paralog, YPL191C, that arose from the whole genome duplication"
S000003049	ORF	Uncharacterized	YGL081W			chromosome 7		7	357377	358339	W		2/3/2011	7/31/1996	"Putative protein of unknown function; non-essential gene; interacts genetically with CHS5, a gene involved in chitin biosynthesis"
S000003048	ORF	Verified	YGL080W	MPC1	pyruvate transporter MPC1|FMP37	chromosome 7		7	358636	359028	W		2/3/2011	7/31/1996	"Highly conserved subunit of mitochondrial pyruvate carrier (MPC); MPC is a mitochondrial inner membrane complex that mediates pyruvate uptake and comprises Mpc1p and Mpc2p during fermentative growth, or Mcp1p and Mpc3p during respiratory growth; null mutant displays slow growth that is complemented by expression of human or mouse ortholog; mutation in human ortholog MPC1 is associated with lactic acidosis and hyperpyruvatemia"
S000003047	ORF	Verified	YGL079W	KXD1	KIB1	chromosome 7		7	359444	360100	W		2/3/2011	7/31/1996	Subunit of the BLOC-1 complex involved in endosomal maturation; null mutant is sensitive to drug inducing secretion of vacuolar cargo; GFP-fusion protein localizes to the endosome
S000003046	ORF	Verified	YGL078C	DBP3	RNA-dependent ATPase DBP3	chromosome 7	L000000494	7	361859	360288	C		2/3/2011	7/31/1996	"RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"
S000003045	ORF	Verified	YGL077C	HNM1	CTR1	chromosome 7	L000000433|L000000795	7	363916	362225	C		2/3/2011	7/31/1996	"Plasma membrane transporter for choline, ethanolamine, and carnitine; involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress; co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol"
S000003044	ORF	Verified	YGL076C	RPL7A	uL30|ribosomal 60S subunit protein L7A|YL8|L7A|L6A|L30|rp11	chromosome 7	L000002704|L000003255	7	365996	364335	C		2/3/2011	7/31/1996	"Ribosomal 60S subunit protein L7A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7A has a paralog, RPL7B, that arose from the whole genome duplication"
S000003043	ORF	Verified	YGL075C	MPS2	MMC1	chromosome 7	L000004546|L000004250	7	368088	366925	C		2/3/2011	7/31/1996	"Essential membrane protein localized at nuclear envelope and SPBs; required for insertion of the newly duplicated spindle pole body into the nuclear envelope; potentially phosphorylated by Cdc28p; MPS2 has a paralog, CSM4, that arose from the whole genome duplication"
S000003041	ORF	Verified	YGL073W	HSF1	stress-responsive transcription factor HSF1|MAS3|EXA3	chromosome 7	L000000814	7	368753	371254	W		2/3/2011	7/31/1996	Trimeric heat shock transcription factor; activates multiple genes in response to highly diverse stresses; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; monitors translational status of cell through an RQC (Ribosomal Quality Control)-mediated translation-stress signal; involved in diauxic shift; posttranslationally regulated; human homolog HSF1 with linker region mutations can complement yeast hsf1 mutant
S000003042	ORF	Dubious	YGL074C			chromosome 7		7	368922	368596	C		2/3/2011	7/31/1996	Dubious open reading frame unlikely to encode a functional protein; overlaps 5' end of essential HSF1 gene encoding heat shock transcription factor
S000003040	ORF	Dubious	YGL072C			chromosome 7		7	371362	371003	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HSF1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2"
S000003039	ORF	Verified	YGL071W	AFT1	DNA-binding transcription factor AFT1|RCS1	chromosome 7	L000002660|L000001594	7	372012	374084	W		2/3/2011	7/31/1996	"Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog, AFT2, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress"
S000003038	ORF	Verified	YGL070C	RPB9	DNA-directed RNA polymerase II core subunit RPB9|B12.6|SSU73|SHI	chromosome 7	L000001683|L000001880	7	374827	374459	C		2/3/2011	7/31/1996	RNA polymerase II subunit B12.6; contacts DNA; mutations affect transcription start site selection and fidelity of transcription
S000003036	ORF	Verified	YGL068W	MNP1	mitochondrial nucleoid protein MNP1	chromosome 7		7	375087	375671	W		2/3/2011	7/31/1996	Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L7/L12 and human MRPL7 ribosomal proteins; associates with the mitochondrial nucleoid; required for normal respiratory growth
S000003037	ORF	Dubious	YGL069C		SRF3	chromosome 7		7	375514	375050	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 92% of ORF overlaps the uncharacterized ORF YGL068W; deletion in cyr1 mutant results in loss of stress resistance"
S000003035	ORF	Verified	YGL067W	NPY1	NAD(+) diphosphatase	chromosome 7	S000007505	7	376101	377255	W		2/3/2011	7/31/1996	NADH diphosphatase (pyrophosphatase); hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes; nudix hydrolase family member
S000003034	ORF	Verified	YGL066W	SGF73	deubiquitination module subunit SGF73|SCA7	chromosome 7		7	377609	379582	W		2/3/2011	7/31/1996	"Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes, maintaining organization and ubiquitin-binding conformation of Ubp8p, thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia, and can complement yeast null mutant"
S000003033	ORF	Verified	YGL065C	ALG2	"GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase"	chromosome 7	L000002798	7	381271	379760	C		2/3/2011	7/31/1996	"Mannosyltransferase in the N-linked glycosylation pathway; catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol; human ALG2 complements the temperature sensitivity and dolichol-linked oligosaccharide biosynthesis defect of the alg2-1 mutant, but mutant form from a patient with CDG-Ii fails to complement"
S000003032	ORF	Verified	YGL064C	MRH4	ATP-dependent RNA helicase	chromosome 7		7	383208	381523	C		2/3/2011	7/31/1996	"Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes"
S000003031	ORF	Verified	YGL063W	PUS2	pseudouridine synthase PUS2	chromosome 7	L000003361	7	383654	384766	W		2/3/2011	1996-07-31|2011-02-03	"Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification; mutation also affects pseudouridylation of some nuclear-encoded mRNAs; PUS2 has a paralog, PUS1, that arose from the whole genome duplication"
S000028633	ORF	Dubious	YGL063C-A			chromosome 7		7	384651	384502	C		2/3/2011	7/29/2003	"Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000003030	ORF	Verified	YGL062W	PYC1	pyruvate carboxylase 1	chromosome 7	L000001542	7	385196	388732	W		2/3/2011	7/31/1996	"Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"
S000003029	ORF	Verified	YGL061C	DUO1		chromosome 7	L000004421	7	389711	388968	C		2/3/2011	7/31/1996	Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Dam1p to connect the DASH complex with microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
S000003028	ORF	Verified	YGL060W	YBP2	YBH1	chromosome 7		7	390065	391990	W		2/3/2011	7/31/1996	"Central kinetochore associated protein; mediates mitotic progression; interacts with several central kinetochore proteins and centromeric histone Cse4p; role in resistance to oxidative stress; similar to Slk19p; YBP2 has a paralog, YBP1, that arose from the whole genome duplication"
S000003027	ORF	Verified	YGL059W	PKP2	protein kinase PKP2	chromosome 7		7	392223	393698	W		2/3/2011	2003-01-02|1996-07-31|2011-02-03	Mitochondrial protein kinase; negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
S000003026	ORF	Verified	YGL058W	RAD6	E2 ubiquitin-conjugating protein RAD6|PSO8|UBC2	chromosome 7	L000001560	7	393986	394504	W	-44	2/3/2011	7/31/1996	"Ubiquitin-conjugating enzyme (E2); involved in postreplication repair as a heterodimer with Rad18p, regulation of K63 polyubiquitination in response to oxidative stress, DSBR and checkpoint control as a heterodimer with Bre1p, ubiquitin-mediated N-end rule protein degradation as a heterodimer with Ubr1p, ERAD with Ubr1p in the absence of canonical ER membrane ligases, and Rpn4p turnover as part of proteasome homeostasis, in complex with Ubr2p and Mub1p"
S000003025	ORF	Verified	YGL057C	GEP7		chromosome 7		7	395829	394966	C		2/3/2011	7/31/1996	"Protein of unknown function; null mutant exhibits a respiratory growth defect and synthetic interactions with prohibitin (phb1) and gem1; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000003024	ORF	Verified	YGL056C	SDS23		chromosome 7	L000004692	7	397618	396035	C		2/3/2011	1996-07-31|2011-02-03	"Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; SDS23 has a paralog, SDS24, that arose from the whole genome duplication"
S000003023	ORF	Verified	YGL055W	OLE1	stearoyl-CoA 9-desaturase|MDM2	chromosome 7	L000001052|L000001297	7	398628	400160	W	-37	2/3/2011	7/31/1996	Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria
S000003022	ORF	Verified	YGL054C	ERV14	cornichon family protein	chromosome 7	L000004816	7	401287	400871	C		2/3/2011	7/31/1996	"COPII-coated vesicle protein; involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p and Nha1p antiporter to cell surface; related to Drosophila cornichon; ERV14 has a paralog, ERV15, that arose from the whole genome duplication"
S000003021	ORF	Verified	YGL053W	PRM8	pheromone-regulated DUP240 family protein PRM8	chromosome 7		7	402589	403302	W		2/3/2011	7/31/1996	"Pheromone-regulated protein; contains with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family; PRM8 has a paralog, PRM9, that arose from a segmental duplication"
S000003020	ORF	Dubious	YGL052W			chromosome 7		7	403437	403742	W		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MST27"
S000003019	ORF	Verified	YGL051W	MST27	DUP240 family protein MST27	chromosome 7		7	403687	404391	W		2/3/2011	7/31/1996	"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst28p; member of DUP240 gene family; binds COPI and COPII vesicles; MST27 has a paralog, MST28, that arose from a segmental duplication"
S000003018	ORF	Verified	YGL050W	TYW3	tRNA methyltransferase TYW3	chromosome 7		7	405776	406597	W		2/3/2011	7/31/1996	tRNA methyltransferase required for synthesis of wybutosine; a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions
S000003017	ORF	Verified	YGL049C	TIF4632	translation initiation factor eIF4G|eIF4G2	chromosome 7	L000002310	7	409604	406860	C		2/3/2011	7/31/1996	"Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); TIF4632 has a paralog, TIF4631, that arose from the whole genome duplication"
S000003016	ORF	Verified	YGL048C	RPT6	proteasome regulatory particle base subunit RPT6|SUG1|SCB68|CRL3|CIM3	chromosome 7	L000002174|L000000406|L000002265	7	411286	410069	C	-43	2/3/2011	7/31/1996	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle; protein abundance increases in response to DNA replication stress
S000003015	ORF	Verified	YGL047W	ALG13	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase catalytic subunit ALG13	chromosome 7		7	411552	412160	W		2/3/2011	7/31/1996	Catalytic component of UDP-GlcNAc transferase; required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases; protein abundance increases in response to DNA replication stress; both human homologs ALG13 and ALG14 are required to complement yeast alg13 mutant
S000003013	ORF	Verified	YGL045W	RIM8	ART9|YGL046W|PAL3	chromosome 7	L000004171	7	414102	415730	W		2/3/2011	2003-01-09|1996-07-31	Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family
S000003012	ORF	Verified	YGL044C	RNA15		chromosome 7	L000001651	7	417036	416146	C		2/3/2011	7/31/1996	"Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability"
S000003011	ORF	Verified	YGL043W	DST1	SII|S-II|TFIIS|P37|PPR2	chromosome 7	L000001476|L000000530	7	417483	418412	W	24	2/3/2011	7/31/1996	General transcription elongation factor TFIIS; enables RNA polymerase II to read through blocks to elongation by stimulating cleavage of nascent transcripts stalled at transcription arrest sites; maintains RNAPII elongation activity on ribosomal protein genes during conditions of transcriptional stress
S000003010	ORF	Dubious	YGL042C			chromosome 7		7	418593	418288	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion mutation blocks replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene DST1"
